time;replicators;no_par;mean_R_par;mean_length_par;mean_mfe_par;no_templ;mean_R_templ;mean_length_templ;mean_mfe_templ;no_enz0;mean_R_enz0;mean_length_enz0;mean_mfe_enz0;mean_a_enz0;no_enz1;mean_R_enz1;mean_length_enz1;mean_mfe_enz1;mean_a_enz1;no_enz2;mean_R_enz2;mean_length_enz2;mean_mfe_enz2;mean_a_enz2;no_enz3;mean_R_enz3;mean_length_enz3;mean_mfe_enz3;mean_a_enz3;no_enz4;mean_R_enz4;mean_length_enz4;mean_mfe_enz4;mean_a_enz4;no_enz5;mean_R_enz5;mean_length_enz5;mean_mfe_enz5;mean_a_enz5;no_enz6;mean_R_enz6;mean_length_enz6;mean_mfe_enz6;mean_a_enz6;no_Genz0;mean_R_Genz0;mean_length_Genz0;mean_mfe_Genz0;mean_a_Genz0;no_Genz1;mean_R_Genz1;mean_length_Genz1;mean_mfe_Genz1;mean_a_Genz1;no_Genz2;mean_R_Genz2;mean_length_Genz2;mean_mfe_Genz2;mean_a_Genz2;no_Genz3;mean_R_Genz3;mean_length_Genz3;mean_mfe_Genz3;mean_a_Genz3;no_Genz4;mean_R_Genz4;mean_length_Genz4;mean_mfe_Genz4;mean_a_Genz4;no_Genz5;mean_R_Genz5;mean_length_Genz5;mean_mfe_Genz5;mean_a_Genz5;no_Genz6;mean_R_Genz6;mean_length_Genz6;mean_mfe_Genz6;mean_a_Genz6;no_A0;no_A1;no_A2;no_A3;no_A4;no_A5;no_A6;no_A7;no_replications;no_deaths
0;71995;0;0;0;0;0;0;0;0;9896;11.5474;45.48;-7.81361;0.277411;9478;11.2261;49.5724;-7.9872;0.247146;9511;11.3215;47.2087;-8.18417;0.194972;9447;11.1551;50.8882;-7.85937;0.304496;10003;11.9533;45.7995;-6.37769;0.30483;9439;11.1454;50.2864;-8.09377;0.259827;9855;11.6373;45.5512;-7.44739;0.310241;2570;11.2083;49.7097;-7.98179;0.125386;936;11.299;51.1132;-7.45962;0.116756;1826;11.2368;49.3182;-8.01062;0.0884713;871;11.2269;52.2629;-7.34305;0.143393;336;11.4764;49.9286;-7.02917;0.147508;974;11.3202;51.654;-7.12485;0.113356;1260;11.2521;50.1698;-7.7269;0.145521;0;67629;4325;41;0;0;0;0;0;0
1000;65242;18606;9.82174;54.8626;-18.9887;14810;9.81063;55.0962;-18.6052;5461;9.89448;53.6268;-17.6671;0.260307;1507;9.82756;55.0418;-18.1271;0.15886;4476;9.69898;57.1941;-19.4225;0.259034;2970;9.89861;53.5155;-17.7815;0.145151;3452;9.80159;55.6747;-17.839;0.684125;1471;9.86391;54.123;-18.5807;0.456083;6566;9.85632;53.843;-19.1984;0.175118;3481;9.86451;54.3476;-17.165;0.0845483;1743;9.77048;58.5818;-13.5832;0.0663454;1713;9.8308;54.77;-18.1314;0.0988406;1945;9.88971;54.147;-16.1646;0.0825597;486;9.82313;55.5556;-16.4786;0.410544;1995;9.8017;57.5113;-14.3468;0.0508777;483;9.78074;55.6439;-18.7008;0.133636;33416;25903;5923;0;0;0;0;0;6801139;6807892
2000;70916;21185;9.81656;54.2757;-22.1775;13259;9.79732;54.655;-22.2571;6304;9.79026;54.79;-22.1743;0.302654;3537;9.87745;53.0492;-21.5331;0.124677;5137;9.72088;56.2007;-22.4798;0.308948;3758;9.81401;54.3361;-21.4966;0.217107;3515;9.7418;55.975;-21.225;0.724023;3535;9.85694;53.4221;-21.8177;0.276619;5842;9.80196;54.501;-22.2258;0.298165;2723;9.86593;53.3705;-21.1104;0.116226;683;9.59796;59.9736;-18.0072;0.0590096;2537;9.80192;54.4501;-22.425;0.080672;813;9.76277;55.4908;-20.9691;0.0662242;1220;9.79432;54.6156;-22.6043;0.138789;1192;9.8308;54.9169;-18.3208;0.0648645;520;9.7488;55.6346;-21.861;0.138194;34444;31628;4844;0;0;0;0;0;14986452;14987531
3000;76286;23208;9.81728;54.1079;-23.7887;13847;9.80733;54.3202;-23.5798;6092;9.79015;54.6425;-23.8478;0.377056;4763;9.89213;52.5362;-23.7586;0.162859;4964;9.74682;55.5987;-23.2015;0.394072;4922;9.79179;54.6111;-23.2868;0.294468;3327;9.80001;54.5125;-22.5237;0.797519;4154;9.85614;53.3587;-22.6714;0.302859;6358;9.78301;54.6735;-25.236;0.399977;2441;9.88945;52.7603;-22.1086;0.181333;577;9.44635;62.3865;-20.7972;0.102952;2534;9.81888;54.06;-22.7332;0.0611652;620;9.77471;54.9371;-23.5373;0.085828;1494;9.84018;53.589;-22.7858;0.265037;1191;9.82502;54.5987;-19.8526;0.0672555;445;9.74148;55.7955;-21.9231;0.204245;37055;34580;4651;0;0;0;0;0;23272075;23267784
4000;78288;23878;9.83288;53.7454;-24.4826;14368;9.82575;53.8515;-25.0247;5823;9.81744;54.0625;-24.3783;0.489029;4746;9.88752;52.5988;-25.0363;0.189338;5288;9.76801;55.0972;-24.082;0.351948;4821;9.81974;53.9581;-24.1559;0.464381;3404;9.78247;54.7861;-23.4038;0.885665;4816;9.89069;52.5907;-23.5864;0.302474;6361;9.81213;54.0363;-25.4592;0.477233;3150;9.88573;52.72;-23.3668;0.197595;539;9.50463;60.9703;-22.9896;0.288857;2135;9.80616;54.3237;-22.8377;0.0791417;965;9.79432;54.4808;-24.3531;0.153865;1004;9.82004;54.0259;-22.5812;0.320441;1270;9.90418;52.7575;-21.2206;0.151844;505;9.7695;54.9941;-25.3802;0.245212;38246;35259;4781;2;0;0;0;0;31771260;31764967
5000;78957;22184;9.86618;53.039;-24.819;14155;9.86029;53.1638;-24.9571;7134;9.83234;53.7202;-25.0372;0.579931;5174;9.92274;51.8475;-25.5976;0.249051;5182;9.79507;54.533;-24.0524;0.394145;4662;9.83121;53.7115;-24.4964;0.538395;4082;9.80632;54.3028;-23.4375;0.958447;4974;9.91341;52.1148;-23.7763;0.469736;6555;9.81922;53.903;-25.9539;0.547865;3291;9.90603;52.2562;-24.1344;0.256138;551;9.61096;58.6007;-23.4485;0.352788;2015;9.83438;53.7072;-23.6708;0.0793646;1228;9.81758;53.9373;-25.1886;0.171632;861;9.8245;53.9454;-22.9204;0.42817;1275;9.92364;52.2525;-22.2808;0.176465;489;9.87538;52.8712;-24.0235;0.221334;36339;37763;4855;0;0;0;0;0;40228660;40221698
6000;80417;23387;9.89417;52.4647;-24.9229;14455;9.90609;52.1954;-24.8829;5893;9.84089;53.553;-24.6999;0.600034;5455;9.93969;51.4686;-25.5085;0.266911;5380;9.86039;53.1401;-23.9962;0.464557;4269;9.83519;53.6568;-23.9301;0.630333;4743;9.84055;53.564;-23.8003;0.952665;5481;9.94024;51.5486;-23.9128;0.591637;6693;9.82922;53.6961;-26.3179;0.57537;3651;9.88931;52.6078;-23.4498;0.259188;274;9.95311;51.6277;-21.1949;0.250033;1596;9.86925;53.0301;-23.3393;0.107963;1734;9.8097;54.1234;-24.273;0.293554;540;9.86436;53.1093;-23.0422;0.459346;948;10.0514;49.4842;-22.0714;0.149445;579;9.88527;52.7927;-23.4686;0.154115;37842;37914;4661;0;0;0;0;0;48776266;48767844
7000;79831;22339;9.90464;52.2604;-24.5175;14086;9.8932;52.4311;-25.1803;6586;9.82397;53.8691;-25.117;0.609311;6281;9.91987;51.8309;-25.8289;0.384101;5473;9.87947;52.7689;-24.1828;0.535636;4257;9.85948;53.1189;-24.2714;0.678598;4544;9.86439;53.0878;-23.6007;1.00842;5504;9.9423;51.5194;-23.8048;0.682755;6520;9.84115;53.4293;-26.9142;0.684642;3176;9.88016;52.7191;-24.0143;0.267711;473;9.89013;52.4693;-23.8596;0.307296;1157;9.81699;54.0294;-24.1794;0.138649;1964;9.86496;52.9873;-24.2187;0.33636;578;9.83433;53.6367;-24.0116;0.411974;506;9.98263;50.8518;-22.1022;0.201695;628;9.83273;53.6369;-24.6561;0.230876;36425;39165;4241;0;0;0;0;0;57358926;57351090
8000;80086;22814;9.92076;51.9211;-24.784;13848;9.90905;52.1102;-25.2113;6431;9.84844;53.3496;-24.7727;0.556999;5872;9.9094;52.0347;-26.0023;0.492235;6321;9.88628;52.543;-25.1315;0.607138;3697;9.87458;52.819;-24.3714;0.745656;5153;9.86594;53.0221;-23.8957;1.01788;5331;9.9677;51.0326;-23.6569;0.738297;6834;9.91076;52.0508;-27.1024;0.754997;2991;9.90534;52.2404;-23.6422;0.270321;438;9.89597;52.4201;-23.708;0.258974;786;9.86559;53.0929;-23.8678;0.154385;1746;9.84437;53.394;-24.1549;0.384045;329;9.82519;53.8632;-23.8614;0.449339;769;10.0051;50.4083;-22.5996;0.253534;511;9.82702;53.8454;-24.5544;0.267279;36662;39639;3785;0;0;0;0;0;65910863;65902772
9000;80470;22736;9.92387;51.8594;-24.833;13221;9.91554;51.9812;-25.2055;6410;9.8931;52.4811;-24.6775;0.572435;6099;9.88129;52.5935;-25.8397;0.622318;7052;9.88743;52.5092;-25.2076;0.67686;3907;9.89692;52.3752;-23.9912;0.859149;6446;9.86967;52.8953;-24.6698;1.02844;5092;9.96943;50.9935;-23.7651;0.731408;6503;9.95847;51.0726;-27.1266;0.780224;2624;9.90706;52.1845;-23.9699;0.282886;200;9.80317;54.315;-23.774;0.201611;174;9.92944;51.9253;-23.0661;0.176627;1593;9.86368;53.0157;-24.0235;0.387933;68;9.8563;53.3676;-22.4221;0.455945;950;9.92332;51.9768;-23.4646;0.246507;399;9.70271;56.4386;-23.8148;0.331554;35957;41509;3004;0;0;0;0;0;74495126;74486651
10000;80631;23002;9.94631;51.4179;-24.762;12705;9.94446;51.4162;-24.9343;6401;9.91374;52.0448;-24.8593;0.542008;5808;9.89705;52.2853;-26.1372;0.663629;6583;9.9112;52.0314;-25.3654;0.64313;3904;9.9294;51.7428;-23.4158;0.814503;6242;9.90327;52.2317;-24.4989;1.03024;6080;9.99671;50.4391;-24.1977;0.794522;6919;9.99342;50.3849;-26.7692;0.808363;2556;9.91303;52.0059;-24.1912;0.262075;215;9.74276;55.5674;-24.6619;0.273315;367;9.97018;50.9455;-24.251;0.156029;1794;9.88463;52.5457;-24.1108;0.421008;37;9.81457;54;-24.4378;0.195578;568;9.89504;52.5827;-23.4511;0.262121;437;9.78814;54.6979;-24.4227;0.330247;35707;41937;2987;0;0;0;0;0;83094814;83086178
10804;80412;22286;9.97365;50.8351;-24.9072;12996;9.97428;50.802;-24.964;5879;9.93332;51.6176;-24.4756;0.600303;6369;9.92559;51.6775;-25.7242;0.718425;7291;9.95453;51.1831;-25.3931;0.64598;3944;9.92178;51.8727;-23.8566;0.809368;5860;9.93767;51.5608;-24.4754;1.02083;5787;10.0058;50.2623;-24.0093;0.839803;6768;10.0174;49.8558;-27.1212;0.842069;2728;9.93093;51.6463;-23.7966;0.307002;164;9.82406;53.8476;-24.7073;0.20255;477;10.1067;48.2998;-23.7348;0.191547;1968;9.90219;52.1829;-23.9027;0.401643;21;9.69398;56.619;-22.7429;0.483267;607;9.97419;50.888;-23.2547;0.30828;499;10.0427;49.5251;-24.0178;0.350765;35282;41898;3232;0;0;0;0;0;90000001;89991584
11000;80929;22514;9.97975;50.6923;-24.9891;12858;9.97982;50.682;-25.086;6119;9.92868;51.7058;-24.708;0.620851;5933;9.92259;51.7536;-25.642;0.719813;7329;9.9715;50.8266;-25.5898;0.653017;3702;9.91579;51.9643;-24.1156;0.74675;5880;9.96121;51.0599;-24.6929;1.02439;5705;10.0223;49.8985;-23.9633;0.820272;7438;10.0303;49.5819;-27.4156;0.820832;2961;9.92518;51.798;-23.5979;0.292409;225;9.84591;53.4756;-23.5191;0.26724;332;10.208;46.3404;-23.1741;0.179532;2122;9.89089;52.434;-23.8611;0.412949;8;9.90192;53.75;-16.6;0.375944;642;9.98028;50.81;-22.9875;0.335588;612;9.95573;51.2908;-23.6227;0.386929;35372;42106;3451;0;0;0;0;0;1697382;1696865
12000;80298;21873;9.99908;50.3004;-25.0985;13068;9.97727;50.6993;-25.4011;5913;9.95713;51.1064;-24.9613;0.67967;5791;9.9243;51.684;-26.1147;0.765721;7296;9.98807;50.4763;-25.3891;0.63979;3558;9.90339;52.1824;-24.6664;0.794297;6207;9.99518;50.367;-24.9054;0.997194;5623;10.0442;49.475;-23.6496;0.818893;7083;10.0537;49.1175;-27.1395;0.819998;3542;9.93554;51.5215;-24.3922;0.367433;257;9.91372;52.0778;-24.386;0.291503;361;10.1012;48.3186;-23.3701;0.135076;2684;9.902;52.1498;-24.7242;0.418438;4;9.78961;55;-19.175;0.436982;469;10.0943;48.5373;-22.2721;0.331557;455;9.9819;50.5978;-24.5048;0.310792;34941;41471;3886;0;0;0;0;0;10299990;10300104
13000;80198;21361;10.0184;49.9102;-25.2179;12493;10.0075;50.1077;-25.4008;6004;9.98978;50.467;-24.8459;0.651359;5531;9.94874;51.1786;-26.1535;0.791157;8209;10.028;49.6629;-26.0493;0.662267;3449;9.93622;51.4961;-25.0804;0.867747;6984;10.0506;49.2519;-25.2686;1.01262;5482;10.0781;48.8013;-23.8584;0.800446;6699;10.1028;48.1439;-27.1872;0.867762;3403;9.97893;50.6694;-24.0121;0.370268;278;9.99888;50.3597;-23.8054;0.233402;486;10.1096;48.0782;-24.9084;0.138376;2343;9.92953;51.6099;-24.3841;0.438095;56;9.80745;54.0714;-26.1554;0.538117;771;10.1096;48.1764;-22.4455;0.318122;635;10.0376;49.5055;-25.0027;0.335708;33854;42358;3986;0;0;0;0;0;18917552;18917766
14000;80556;22198;10.059;49.1024;-25.2793;11999;10.0453;49.3541;-25.293;5110;10.0116;50.0413;-24.5709;0.629624;6274;9.96643;50.8476;-26.2948;0.766514;8265;10.1039;48.1759;-25.6819;0.624892;3123;9.94808;51.2741;-24.6835;0.910068;6837;10.1111;48.0563;-25.0354;1.00717;5688;10.1134;48.1171;-23.4527;0.780057;6703;10.1201;47.7925;-26.8964;0.859647;3450;9.97144;50.8284;-24.0833;0.38593;148;9.99757;50.25;-25.5345;0.217941;652;10.2017;46.2883;-24.3824;0.207938;2983;9.93843;51.4368;-24.4084;0.442854;0;0;0;0;0;571;10.0942;48.6235;-22.0147;0.347279;914;10.1013;48.2505;-24.4428;0.396504;34197;42000;4359;0;0;0;0;0;27529099;27528955
15000;80670;22150;10.078;48.7074;-25.2198;12880;10.0522;49.2026;-25.5293;5095;10.0321;49.6133;-24.953;0.672061;5913;9.97866;50.5853;-26.7591;0.757289;8002;10.1312;47.625;-25.4157;0.638348;3494;9.96686;50.8981;-24.4833;0.919598;6882;10.1542;47.2068;-24.7436;0.964892;5397;10.1185;47.977;-24.0283;0.813916;6416;10.14;47.404;-26.9371;0.825157;3447;9.96937;50.8442;-24.4031;0.398323;193;10.0236;49.7358;-24.714;0.301712;851;10.1307;47.6898;-24.916;0.216692;2715;9.93719;51.4372;-24.9046;0.433288;10;9.97224;51.2;-21.14;0.480557;692;10.0635;49.1575;-22.5301;0.360744;974;10.0812;48.6263;-25.2926;0.422654;35030;41199;4441;0;0;0;0;0;36160449;36160191
16000;81116;21816;10.0907;48.4752;-25.1764;13263;10.0534;49.1758;-25.5848;5182;10.0152;49.9855;-24.5389;0.668034;6238;9.98754;50.4173;-26.6747;0.757451;8148;10.1644;46.9894;-25.4277;0.632898;2986;9.92862;51.6668;-25.1901;0.893246;6733;10.1891;46.5403;-24.646;1.04429;5829;10.1209;47.9132;-23.9097;0.792136;6112;10.1401;47.4494;-26.0228;0.867603;3791;9.98873;50.4672;-24.3154;0.381149;157;9.99641;50.4268;-24.142;0.279623;955;10.1392;47.5005;-25.1335;0.248495;3103;9.95368;51.1063;-24.8464;0.442755;7;10.2294;46.4286;-18.1143;0.509738;628;10.0984;48.4729;-22.3242;0.346428;977;10.0711;48.7656;-25.9352;0.378588;35079;41228;4809;0;0;0;0;0;44791099;44790395
17000;80885;21838;10.1127;48.0414;-25.2788;12911;10.0641;48.9768;-25.4217;4882;10.0145;49.9805;-24.5316;0.671456;5964;9.98166;50.5101;-26.6845;0.790553;8532;10.181;46.6619;-25.3513;0.671152;2726;9.97855;50.7131;-23.8732;0.901387;7376;10.218;45.9629;-24.871;1.01222;5549;10.1031;48.2274;-24.4913;0.830279;5656;10.1339;47.549;-26.7649;0.881263;4050;10.0052;50.117;-24.2812;0.39243;126;10.1187;47.9206;-23.7746;0.283155;1270;10.129;47.6197;-26.0339;0.290529;3564;9.96898;50.8095;-24.7205;0.434605;0;0;0;0;0;570;10.0889;48.607;-23.0914;0.306809;1322;10.0573;49.0091;-26.8644;0.376068;34749;40685;5451;0;0;0;0;0;53421180;53420707
18000;80480;21590;10.1416;47.4842;-25.2998;12398;10.0973;48.3234;-25.3842;4858;10.0483;49.3065;-24.9679;0.728783;5787;10.0114;49.9158;-26.3794;0.783115;8586;10.2071;46.1484;-25.4292;0.680804;2388;9.99319;50.3781;-24.7701;0.8442;7304;10.2401;45.537;-24.9554;1.00993;6195;10.1288;47.7293;-24.2638;0.805432;6205;10.1717;46.7985;-26.9327;0.926311;4133;10.0055;50.0973;-24.4724;0.403899;78;10.0811;48.7821;-22.7846;0.261095;1108;10.1412;47.4016;-26.4614;0.263042;3675;9.99247;50.3271;-24.716;0.45547;0;0;0;0;0;318;10.1079;48.3333;-22.3336;0.326559;1026;10.1214;47.7427;-26.9994;0.433503;33988;41323;5169;0;0;0;0;0;62038614;62038546
19000;81031;22062;10.183;46.6752;-25.2455;12964;10.1462;47.3758;-25.1994;4579;10.0928;48.4315;-24.6275;0.730521;5710;10.0316;49.5152;-26.2274;0.805077;8463;10.2432;45.4515;-25.6013;0.661471;2680;10.0238;49.7474;-24.5091;0.86905;7179;10.2699;44.9545;-25.0981;1.02258;6175;10.1668;46.9921;-24.183;0.821828;6384;10.2114;46.0287;-26.5985;0.847474;3563;10.0287;49.6318;-24.3361;0.420583;49;10.0632;49.1837;-21.8245;0.384343;1164;10.1932;46.3634;-26.2413;0.202064;3204;10.0154;49.8777;-24.4564;0.444592;3;10.1628;47;-22.9;0.518565;305;10.0928;48.4623;-23.6289;0.292001;1382;10.1535;47.1556;-25.8196;0.400512;35026;41170;4835;0;0;0;0;0;70690048;70689429
20000;81101;22615;10.2158;46.0653;-25.111;12949;10.1552;47.1999;-25.2216;5073;10.113;48.0574;-24.7489;0.711515;5397;10.0595;48.9668;-26.0373;0.797027;8140;10.2814;44.7412;-25.7043;0.660167;2433;10.0577;49.1048;-24.1217;0.874405;7344;10.3064;44.2858;-25.3118;0.969702;5941;10.188;46.5657;-24.2578;0.804609;5914;10.2187;45.909;-26.2572;0.89295;3976;10.0371;49.465;-24.4788;0.417315;133;10.1182;47.9624;-23.8308;0.394433;1356;10.1944;46.3429;-26.2063;0.20748;3450;10.027;49.6484;-24.6601;0.43539;0;0;0;0;0;337;10.0982;48.3976;-23.0071;0.312644;1338;10.1947;46.3408;-26.2029;0.479187;35564;40242;5295;0;0;0;0;0;79319593;79318904
21000;81156;22415;10.2323;45.7493;-24.9823;12874;10.1572;47.167;-25.0211;4682;10.0791;48.7035;-24.3402;0.726644;5894;10.0689;48.7881;-26.0391;0.804102;7697;10.2994;44.4235;-25.1772;0.651774;2498;10.0525;49.1954;-24.5946;0.897371;6999;10.3332;43.7911;-24.8391;0.939876;6288;10.1967;46.4159;-23.8137;0.834874;6159;10.2343;45.5969;-26.3001;0.98603;4219;10.0487;49.2223;-24.7343;0.38602;103;10.176;46.8835;-23.3641;0.373191;1539;10.1967;46.3307;-25.5048;0.193407;3563;10.0311;49.5448;-24.9308;0.435576;3;10.1693;47;-21.3;0.535419;401;10.1501;47.3292;-23.505;0.376888;1472;10.1998;46.2629;-25.5412;0.466242;35289;40217;5650;0;0;0;0;0;87971441;87970697
21234;81132;22337;10.2336;45.7227;-24.9593;12443;10.1603;47.1188;-24.8668;4511;10.062;49.0364;-24.3056;0.747382;5947;10.0737;48.693;-25.8273;0.779447;8349;10.3105;44.2067;-25.281;0.640199;2410;10.0614;49.0141;-24.4286;0.907686;7451;10.3463;43.5393;-25.0405;0.955932;6021;10.1962;46.4383;-23.8193;0.81498;5750;10.2321;45.6311;-26.2768;0.958618;4609;10.0477;49.2293;-24.6965;0.400875;148;10.1479;47.3986;-23.0507;0.319295;1415;10.1781;46.6615;-25.9727;0.193221;3817;10.0323;49.5203;-24.8332;0.444988;0;0;0;0;0;462;10.1446;47.3896;-23.8275;0.362962;1375;10.177;46.6807;-25.9039;0.481984;34780;40439;5913;0;0;0;0;0;90000001;89999281
22000;81276;22636;10.2644;45.1409;-24.9669;12833;10.1853;46.6382;-25.0179;4522;10.0691;48.8642;-24.4665;0.779362;6043;10.0777;48.6257;-26.0496;0.771817;8303;10.3258;43.9061;-25.4984;0.600882;2210;10.0454;49.3407;-24.3891;0.857001;7292;10.3771;42.9886;-24.6561;0.96102;6071;10.1958;46.4398;-23.8626;0.825679;6287;10.2595;45.1083;-26.7093;0.943053;3932;10.0469;49.2551;-24.6391;0.404652;46;10.1643;46.9348;-25.45;0.344518;1338;10.1917;46.4006;-25.951;0.176876;3265;10.0266;49.6417;-24.6477;0.431937;0;0;0;0;0;386;10.1156;48.0052;-23.7306;0.309037;1191;10.1749;46.7221;-25.8599;0.506785;35469;40728;5079;0;0;0;0;0;6626067;6625923
23000;81021;22503;10.2834;44.7811;-24.9541;12551;10.17;46.9231;-25.2177;4924;10.0701;48.8538;-24.628;0.737332;5641;10.073;48.7071;-25.9895;0.785665;8828;10.3431;43.5854;-25.3323;0.636047;2283;10.0182;49.8695;-24.5286;0.894333;7750;10.3979;42.5785;-24.648;0.972221;5756;10.1822;46.712;-23.6762;0.822305;5967;10.2666;44.9749;-26.4811;0.936464;3872;10.0418;49.3368;-24.7374;0.397792;76;10.1162;47.9868;-24.5289;0.286909;986;10.1602;47.0051;-25.6627;0.238966;3476;10.0345;49.4672;-24.823;0.428372;0;0;0;0;0;256;10.0876;48.5938;-23.3859;0.27219;970;10.1467;47.2742;-25.5759;0.478352;35054;41149;4818;0;0;0;0;0;15275157;15275268
24000;81248;21417;10.302;44.4414;-24.8621;13095;10.1933;46.4778;-25.0226;4685;10.1137;48.0382;-24.691;0.705799;5757;10.0755;48.6481;-26.1844;0.773933;8875;10.3592;43.2811;-25.5024;0.683403;2204;10.0691;48.8462;-24.4216;0.887721;7762;10.4073;42.4165;-24.5335;0.969066;6188;10.1752;46.8187;-23.9952;0.830583;5932;10.2382;45.5101;-26.5761;0.947572;4060;10.0411;49.3567;-24.7824;0.393217;63;10.143;47.4762;-23.0444;0.218876;1362;10.1558;47.0954;-25.9576;0.229802;3445;10.0306;49.5602;-24.7653;0.400353;0;0;0;0;0;445;10.093;48.3303;-25.3418;0.374794;1291;10.1571;47.0635;-26.098;0.523799;34512;41403;5333;0;0;0;0;0;23921887;23921771
25000;80834;21812;10.3027;44.4211;-25.0934;12547;10.1946;46.445;-25.2075;4780;10.1271;47.7697;-24.9518;0.662469;5696;10.0755;48.6548;-26.314;0.809724;8964;10.373;43.0135;-25.4426;0.66832;2326;10.0428;49.3715;-24.3945;0.87424;7869;10.4261;42.0471;-24.7371;0.992953;5672;10.1577;47.14;-24.3916;0.826729;6075;10.2373;45.5156;-26.9361;0.927974;3853;10.0497;49.2105;-24.4837;0.391297;120;10.0983;48.35;-23.655;0.355936;1308;10.1576;47.0489;-26.3317;0.267508;3371;10.0416;49.3604;-24.5761;0.404975;0;0;0;0;0;285;10.0704;48.8947;-23.6137;0.319563;1249;10.1478;47.2226;-26.4808;0.500712;34359;41382;5093;0;0;0;0;0;32564824;32565122
26000;81094;22471;10.3195;44.1262;-24.9876;12330;10.1824;46.6835;-25.1544;4889;10.15;47.3547;-24.7437;0.739859;5792;10.0653;48.8439;-26.3112;0.84366;8739;10.3728;43.0273;-25.3091;0.649244;2052;10.0455;49.2788;-24.8847;0.81763;7904;10.4355;41.8706;-24.7507;0.972165;5730;10.1388;47.5042;-24.3595;0.843445;5815;10.2299;45.7021;-26.5051;0.907359;4204;10.0613;48.9522;-24.8698;0.408685;41;10.1103;48.1951;-24.3;0.268564;1156;10.1277;47.622;-27.1804;0.289532;3898;10.0511;49.1408;-24.9159;0.425394;0;0;0;0;0;245;10.0652;48.9347;-24.4531;0.292743;1200;10.0947;48.2533;-27.1572;0.497397;34801;40921;5372;0;0;0;0;0;41191828;41191866
27000;80669;23024;10.3196;44.1241;-25.0855;12793;10.1988;46.3765;-25.1555;5048;10.2252;45.9416;-24.5925;0.699052;5365;10.0744;48.6634;-26.181;0.810324;8488;10.3829;42.8299;-25.5589;0.662077;2372;10.0479;49.2437;-24.5222;0.84708;7443;10.4472;41.6547;-24.7601;0.981063;5241;10.1406;47.4829;-24.4266;0.846475;6375;10.266;45.0467;-26.7813;0.946583;3517;10.0608;48.9642;-24.6974;0.403552;30;10.1683;47;-22.4867;0.331629;946;10.1339;47.5233;-26.8473;0.300531;3325;10.0508;49.1579;-24.6805;0.420617;1;10.507;43;-14.2;0.521415;211;10.0895;48.3934;-24.61;0.256416;1010;10.1035;48.1109;-26.588;0.432373;35817;40332;4520;0;0;0;0;0;49821261;49821724
28000;81058;23197;10.3097;44.2953;-25.4214;12335;10.1953;46.4298;-25.4743;5168;10.2061;46.2784;-25.2435;0.706721;5757;10.0603;48.9317;-26.2116;0.797179;8167;10.3945;42.6094;-25.6967;0.650679;2262;10.0532;49.1344;-24.7788;0.852757;7665;10.4496;41.5957;-25.1176;0.968042;5387;10.1111;48.0123;-25.0317;0.862749;5623;10.2738;44.9187;-26.8461;0.920383;4015;10.0541;49.0755;-24.9492;0.40865;35;10.0637;49;-23.9171;0.216621;1504;10.0897;48.3584;-26.7316;0.309557;3594;10.0485;49.1767;-25.0507;0.421566;0;0;0;0;0;324;10.0804;48.6142;-24.3284;0.277139;1522;10.0798;48.5532;-26.7399;0.488213;35532;40029;5497;0;0;0;0;0;58440342;58440416
29000;81059;23732;10.3379;43.7667;-25.1775;11963;10.2124;46.1261;-25.0751;5361;10.252;45.4604;-24.7892;0.64786;5712;10.057;48.9944;-26.2713;0.804844;7554;10.3899;42.7077;-25.3389;0.617416;2354;10.033;49.5276;-25;0.90679;7389;10.4554;41.5109;-24.8037;0.96026;5274;10.1219;47.806;-24.7033;0.900219;6488;10.3002;44.4305;-26.6548;0.929987;3739;10.0531;49.1107;-24.7197;0.389109;99;10.0968;48.2727;-24.4253;0.426231;1430;10.1134;47.8965;-26.2104;0.305829;3324;10.0416;49.3237;-24.8194;0.439137;0;0;0;0;0;327;10.108;48.1162;-23.8095;0.377167;1545;10.0965;48.2421;-25.8622;0.494066;35695;40132;5232;0;0;0;0;0;67026468;67026541
30000;80059;23594;10.3381;43.8008;-25.0254;11694;10.2252;45.8783;-25.291;5541;10.33;44.0016;-24.9284;0.651071;5630;10.0664;48.8206;-26.0085;0.76878;7657;10.3694;43.0947;-25.5596;0.623925;2304;10.0593;49.043;-24.7566;0.848684;6940;10.4377;41.8353;-24.7166;0.924179;5433;10.1438;47.3933;-24.5051;0.856657;6009;10.4;42.6076;-26.2229;0.978355;3569;10.0608;48.9616;-24.6464;0.364135;126;10.0667;48.9286;-24.0111;0.314679;1665;10.129;47.6006;-26.3058;0.270046;3184;10.0494;49.1784;-24.6497;0.445591;2;10.3303;46;-14.6;0.500609;279;10.107;48.0824;-24.0384;0.31452;1689;10.1161;47.8597;-26.0833;0.508818;35288;39514;5257;0;0;0;0;0;75622816;75623889
